surveyuniqueid;Field;FieldOther;Whatisyourcurrentemploymentstatus;Employment;Gender;YearBorn;PHD10OTHERWISE;AverageRBudget;GovernmentFunds;useofsc;importance;frequence_of_purch;importancePrice;costMostExpensive;Purchase_collab;in_charge_purchase;collaboration_withFirm;price_latest_purchase;functionality_better_thanPrice;aReputation_better_thanPrice;cBrand_better_thanPrice;aReputation_better_thanC_brand;cBrand_better_thanFunctionality;aReputation_better_thanFunctiona;IR_input_from_others;IR_colleagues;IR_technical_conferences;IR_salespersons;IR_written_info;IR_brand;IR_peer_review;IR_previous_use;Ref_peer_reviewed_j;Ref_star_scientist;Ref_high_impact;Ref_industry_coauthor;Ref_firm_coauthor;Ref_in_high_impact_expensiveVSch;IR_colleagues_expensiveVScheap;Patents;ICA_exploration;ICA_firm_creation;ICA_licensing_income;ICA_negotiation_use;ICA_other;ICA_none;sumofpositiveICAS;Papers_published;Impact_factor;@5y_Impact_factor;Publications_HJ;US1EU0;IfindinputfromcolleaguesthatIamcurrentlycollaboratingorhavecolla;Ifindinputfromtechnicalconferencesworkshopsandfairsreliable;Ifindsalespersonsfromthefirmproducingandsellingtheinstrumentreli;Ifindwritteninformationwebsitesbrochuresofthefirmproducingandsel;Ifindthebrandofthefirmproducingandsellingtheinstrumentreliable;Ifindreferencesinpeerreviewedpaperstobereliable;Ifindreferencesinpeerreviewedpapersinhighimpactjournalstoberelia;CompletionStatus;Starttime;Closetime;ResponseDays1beforereminder2after1streminderbefore2nd3after3rdre;Budget_dummy;Age_dummy;Gov_dummy;ICAS_patent;pricemostexp;Response_half;Age_dummy1977;Impact_dummy7;Professor_responsehalf;Assocprofessor_responsehalf;Assistprofessor_responsehalf;Postdoc_responsehalf;PhDstudent_responsehalf;Impact_dummy8;Impact_dummy9;Young_highimpact7;Young_lowimpact7;Young_highlowimpact7;Young_highimpact9;Young_lowimpact9;Young_highlowimpact9
613;1; ;Other;6;1;1957;1;3;3;1;2;5;2;4;1;2;2;3;2;4;4;3;5;5;2;2;3;3;3;4;4;2;4;4;5;5;4;3;2;1;0;0;1;0;0;0;1;12;4,717;4,833;1;0; ; ; ; ; ; ; ;Complete / Closed;41397,33922;41397,34587;1;1;0;2; ;2;0;0;0; ; ; ; ; ;0;0; ; ; ; ; ; 
191;1; ;Post-doc;4;1;1976;1;1;3;1;1; ;2;4; ;2;2;4;4;3;5;1;5;5;3;2;4;3;2;3;4;4;4;4;3;5;5;3;2;1;0;0;0;0;0;1;0;12;5,52;5,67;1;0;1;2;3;3;2;3;2;Complete / Closed;41397,34053;41397,35155;1;0;0;2; ;2;0;0;0; ; ; ;1; ;0;0; ; ; ; ; ; 
3691;2;chemical science;Other;6;2;1983;0;1;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41397,34207; ;1;0;0;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
325;1; ;PhD student;5;1;1981;0;1;1;1;2;5;1;3;1;2;2;2;3;5;5;2;5;5;3;3;4;4;2;3;5;3;3;3;3;3;2;2;2;1;0;0;0;0;1;0;1;2;1,93;2,39;1;0;1;2;5;2;3;2;2;Complete / Closed;41397,34242;41407,56037;1;0;0;1; ;1;0;1;0; ; ; ; ;1;0;0; ;1;1; ;1;1
441;1; ;Post-doc;4;1;1977;1;1;4;1;1;5;1;4;3; ;2;1;1;5;5;1;5;5;3;2;1;3;2;3;2;2;2;2;5;2;1;5;3;0;0;0;0;0;0;1;0;3;6,378;6,22;1;0; ; ; ; ; ; ; ;Complete / Closed;41397,34288;41397,35441;1;0;0;2; ;2;0;1; ; ; ; ;1; ;0;0; ; ; ; ;1;1
580;1; ;PhD student;5;2;1988;0;1;1;1;1;5;1; ;3; ;2; ;4;4;5;2;5;4;3;2;2;3;2;3;3;2;2;1;2;2;3;2;3;0; ; ; ; ; ; ; ;0; ; ;0;0; ; ; ; ; ; ; ;Complete / Closed;41397,35138;41407,57432;1;0;0;1; ; ;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
476;3; ;PhD student;5;2;1985;0;1;1;1;2;5;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;2;4;4;4;2;2;Complete / Closed;41397,35174;41397,35592;1;0;0;1; ;1;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
747;1; ;Associate professor;2;1;1969;1;1;3;1;1;5;2;4;2;1;2;4;1;4;4;2;4;4;3;2;3;3;3;4;3;2;4;4;4;4;4;4;3;0;0;0;0;0;0;1;0;10;38,59;38,15;1;0;1;1;2;3;3;2;2;Complete / Closed;41397,35374;41397,35867;1;0;0;2; ;2;0;0;1; ;1; ; ; ;1;1; ; ; ; ; ; 
110;1; ;Associate professor;2;1;1975;1;2;3;1;1;3;3;4;1;2;2;3;2;4;4;2;4;4;2;2;4;4;3;2;3;2;3;2;2;3;4;3;2;1;0;0;0;0;0;1;0;6;38,59;38,15;3;0; ; ; ; ; ; ; ;Complete / Closed;41397,3541;41397,35887;1;1;0;2; ;2;0;0;1; ;1; ; ; ;1;1; ; ; ; ; ; 
1756;4; ;Associate professor;2;1;1958;1;2;2;1;1;3;1;4;1;1;3;3;3;4;4;2;5;5;2;2;5;3;3;4;4;2;4;4;4;3;3;3;2;1;0;0;0;1;1;0;2; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41397,35563; ;1;1;0;1; ;2; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
428;1; ;PhD student;5;1;1985;0;1;1;1;1;5;5;4;3; ;3;2;1;2;4;1;5;4;2;2;4;2;3;2;4;3;3;4;4;4;5;2;2;0;0;0;0;0;0;1;0;3;10,67;10,23;2;0; ; ; ; ; ; ; ;Complete / Closed;41397,35979;41397,36332;1;0;0;1; ;2;0;1;1; ; ; ; ;1;1;1;2; ;2;2; ;2
454;1; ;Associate professor;2;2;1971;1;2;1;1;1;4;2;4;2;3;3;4;2;4;4;2;4;4;2;2;4;3;3;3;2;2;3;3;3;5;5;3;4;0;0;0;0;0;0;1;0;6;23,56;23,231;1;0;1;2;3;3;3;1;1;Complete / Closed;41397,36006;41397,36416;1;1;0;1; ;2;0;0;1; ;1; ; ; ;1;1; ; ; ; ; ; 
328;1; ;Post-doc;4;1;1975;1;2;4;1;2;4;3;4;3; ;1;4;1;4;4;3;4;5;3;2;4;4;3;3;2;2;2;4;5;2;2;3;2;0;0;0;0;0;1;0;1;15;2,56;3;10;0; ; ; ; ; ; ; ;Complete / Closed;41397,36472;41397,37005;1;1;0;2; ;2;0;0;0; ; ; ;1; ;0;0; ; ; ; ; ; 
20;1; ;Other;6;1;1973;0;3;1;1;1;1;2;1;2;3;2;1;2;2;3;2;4;4;2;3;4;3;4;3;3;2;3;3;3;2;3;3;4;0;0;0;0;0;0;1;0;2;4,08;4,3;1;0; ; ; ; ; ; ; ;Complete / Closed;41397,36614;41397,3793;1;1;0;1; ;1;0;0;0; ; ; ; ; ;0;0; ; ; ; ; ; 
247; ; ;Other;6;1;1948;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41397,36629;41397,37409;1;0;0;1; ; ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
525;1; ;PhD student;5;2;1986;0;1;4;1;1;2;3;3;1;4;1;3;2;4;3;2;4;4;2;2;3;3;2;3;2;4;3;3;2;3;3;2;2;1;0;0;0;0;0;1;0;3;3,68;3,762;1;0;1;3;3;2;3;2;2;Complete / Closed;41397,37537;41397,37995;1;0;0;2; ;1;0;1;0; ; ; ; ;1;0;0; ;1;1; ;1;1
764;3; ;PhD student;5;1;1984;0;3;4;1;2;5;3;3;2;4;3;3;2;2;4;2;5;4;2;2;3;4;4;3;3;2;2;3;4;4;3;3;2;0;0;0;0;0;0;1;0;3;5,61;5,38;1;0;1;2;4;4;3;2;3;Complete / Closed;41397,37572;41407,63441;1;1;0;2; ;1;0;1;0; ; ; ; ;1;0;0; ;1;1; ;1;1
630;1; ;Professor;1;1;1955;1;4;4;1;1;3;3;5;3; ;2;4;2;2;2;2;3;2;1;2;3;1;1;2;3;3;2;4;4;5;5;3;3;0;0;0;0;0;0;1;0;40;21,75;23,02;1;0;2;3;3;3;3;3;3;Complete / Closed;41397,3767;41397,38612;1;1;0;2; ;2;0;0;1;1; ; ; ; ;1;1; ; ; ; ; ; 
266;1; ;PhD student;5;2;1986;0;1;4;1;2;3;4;3;3; ;3;3;2;3;3;3; ;4;3;2;4;2;2;2;4;2;4;2;2;4;4;2;2;0;0;0;0;0;0;1;0;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41397,37911;41397,3823;1;0;0;2; ;1;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
318;1; ;PhD student;5;1;1986;0;2;4;1;1;2;2;3;1;4;2;3;2;4;4;4;4;4;2;2;3;4;2;3;2;2;2;3;2;4;4;2;2;0;0;0;0;0;0;1;0;1;3,54;3,57;1;0;2;2;4;2;3;2;2;Complete / Closed;41397,37932;41397,38311;1;1;0;2; ;1;0;1;0; ; ; ; ;1;0;0; ;1;1; ;1;1
42;3; ;Post-doc;4;1;1982;0;1;1;1;1;5;3;4;1;4;2;4;1;2;2;2;5;4;1;1;2;3;2;3;3;2;3;2;3;5;4;2;1;0;0;0;0;0;0;1;0;4; ; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41397,38017;41397,38543;1;0;0;1; ;2;0;1; ; ; ; ;1; ; ; ; ; ; ; ; ; 
359;1; ;PhD student;5;2;1986;0;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;2;4;4;3;2;2;Complete / Closed;41397,38247;41407,55624;1;0;0;2; ; ;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
293;1; ;Other;6;1;1972;0;1;1;1;1;5;2;4;1;4;2;3;1;2;3;3;5;5;2;2;4;4;4;4;3;2;3;5;5;5;5;4;4;0; ; ; ; ; ; ; ;4;9,7;10,6;2;0; ; ; ; ; ; ; ;Complete / Closed;41397,39734;41397,40347;1;0;0;1; ;2;0;0;1; ; ; ; ; ;1;1; ; ; ; ; ; 
75;1; ;Associate professor;2;1;1966;1;2;3;1;1;2;2;4;3; ;3;2;2;2;4;1;5;5;2;2;2;2;1;3;4;3;5;5;5;5;5;3;3;1;0;0;0;0;0;1;0;31;31,03;33,587;1;0;1;2;3;3;2;2;2;Complete / Closed;41397,40327;41397,40866;1;1;0;2; ;2;0;0;1; ;1; ; ; ;1;1; ; ; ; ; ; 
503;1; ;Post-doc;4;1;1984;1;1;1;1;1;4;2; ;1;4;3; ;2;3;3;3;4;4;1;1;3;3;2;3;2;3;2;2;2;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41397,40425;41397,40823;1;0;0;1; ; ;0;1; ; ; ; ;1; ; ; ; ; ; ; ; ; 
495;1; ;PhD student;5;1;1983;0;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;2;3;2;3;1;1;Complete / Closed;41397,4074;41397,40787;1;0;0;2; ; ;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
712;1; ;Other;6;1;1960;1;3;3;1;1;4;2;3;1;2;2;3;2;2;2;2;4;4;3;3;3;3;2;3;3;2;3;3;3;3;3;3;2;1;0;1;0;1;0;0;2;17;13,73; ;2;0; ; ; ; ; ; ; ;Complete / Closed;41397,40804;41397,4164;1;1;0;2; ;1;0;0;1; ; ; ; ; ;1;1; ; ; ; ; ; 
542;1; ;PhD student;5;1;1988;0;3;3;1;1;5;1;4;3; ;2;4;2;4;4;2;5;5;2;2;3;4;3;5;2;2;3;4;4;4;5;2;1;0;0;0;0;0;0;1;0;0; ; ;0;0; ; ; ; ; ; ; ;Complete / Closed;41397,40967;41397,41417;1;1;0;2; ;2;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
114;3; ;Other;6;1;1983;0;1;1;1;2;1;4;1;3; ;3;1;2;4;3;2;5;4;2;2;4;4;4;4;2;2;3;3;3;3;3;3;2;0;0;0;0;0;0;1;0;8; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41397,42054;41397,42405;1;0;0;1; ;1;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
108;1; ;PhD student;5;1;1987;0;1; ;1;1;2;3;2;3; ;3;1;1;1;3;3;5;4;2;1;4;3;2;3;5;3; ; ; ; ; ; ;2;1;0;0;0;1;0;0;1;2; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41397,42062;41397,43074;1;0;0; ; ;1;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
81;1; ;Associate professor;2;1;1963;1;2;1;1;2;1;1;2;1;4;3; ;2;2;4;4;4;3;3;2;3;4;4;4;2;2;2;2;2;3;3;4;4;0;0;0;0;0;0;1;0;23;7,89;8,61;5;0;2;3;3;3;3;2;1;Complete / Closed;41397,42443;41397,43122;1;1;0;1; ;1;0;0;1; ;1; ; ; ;0;0; ; ; ; ; ; 
585;1; ;Post-doc;4;1;1979;1;1;4;1;1;5;2;3;1;4;3;1;2;1;2;2;4;4;2;1;3;3;3;3;2;2;2;3;3;3;3;2;3;0;0;0;0;0;0;1;0;2;3,73;4,24;1;0; ; ; ; ; ; ; ;Complete / Closed;41397,42931;41397,43511;1;0;0;2; ;1;0;1;0; ; ; ;1; ;0;0; ;1;1; ;1;1
769;3; ;Other;6;1;1980;0; ;2;1;1;4;2;3;1;2;2;1;2;3;2;3;3;3;3;2;5;4;3;2;5;4;5;5;5;5;5;3;2;0;0;0;0;0;0;1;0;0; ; ; ;0;1;2;2;4;2;3;3;Complete / Closed;41397,47019;41407,57668;1; ;0;1; ;1;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
154;1; ;PhD student;5;1;1985;0;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41397,48751;41397,48811;1;0;0;1; ; ;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
267;1; ;Professor;1;2;1964;1;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2;2;3;2;3;3;3;Complete / Closed;41397,49388;41397,49434;1;0;0;2; ; ;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; 
321;1; ;PhD student;5;1;1985;0;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41397,50762;41407,57067;1;0;0;1; ; ;0;1; ; ; ; ; ;1; ; ; ; ; ; ; ; 
3503;4; ;Other;6;1;1965;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41397,51091; ;1; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
519;1; ;Post-doc;4;2;1976;1;2;4;1;1;5;2;4;3; ;2; ;2;2;3; ;4;4;1;1;2;2;2;3;3;2;2;2;2;2;3;4;2;0;0;0;0;0;0;1;0;10;2,45;3,03;3;0;1;2;3;3;2;2;2;Complete / Closed;41397,54351;41407,63881;1;1;0;2; ;2;0;0;0; ; ; ;1; ;0;0; ; ; ; ; ; 
319;1; ;Associate professor;2;1;1974;1;1;4;1;1;4;2;4;1;4;2;4;1;5;5;5;5;5;2;2;3;2;3;3;3;2;3;3;3;5;5;4;2;0;0;0;0;0;0;1;0;25;10,67;10,23;9;0;1;2;3;2;3;2;2;Complete / Closed;41397,54821;41397,61672;1;0;0;2; ;2;0;0;1; ;1; ; ; ;1;1; ; ; ; ; ; 
629;1; ;PhD student;5;1;1973;0;1;4;1;1;5;2;3;3; ;2;3;1; ;5;1;5;3;2;1;2;3;3;3;3;2;3;4;3;3;3;2;1;0;0;0;0;0;0;1;0;2;3,133;2,79;1;0;1;2;3;4;3;3;2;Complete / Closed;41397,58803;41397,59542;1;0;0;2; ;1;0;0;0; ; ; ; ;1;0;0; ; ; ; ; ; 
317;3; ; ; ;1; ;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41397,5946;41397,595;1;0;0;2; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
551;1; ;Professor;1;2;1963;1;2;4;1;1;5;2;4;3; ;2;4;2;2;3;1;5;4;2;2;5;4;3;3;2;2;2;2;2;5;5;2;1;0; ; ; ; ; ; ; ;26;10,01;10,02;2;0;1;3;3;3;2;2;1;Complete / Closed;41397,60863;41397,61369;1;1;0;2; ;2;0;0;1;1; ; ; ; ;1;1; ; ; ; ; ; 
286;3; ;Associate professor;2;1;1953;1;1;2;1;2;5;1;2;3; ;3;3;2;3;4;3;5;4;2;2;4;3;3;4;2;2;3;3;4;4;3;3;3;0;0;0;0;0;0;1;0;5;38,59;38,15;2;0; ; ; ; ; ; ; ;Complete / Closed;41397,61338;41407,59444;1;0;0;1; ;1;0;0;1; ;1; ; ; ;1;1; ; ; ; ; ; 
157;3; ;Associate professor;2;1;1972;1;2;2;1;1;2;1;3;3; ;3;3;2;3;2;2;4;4;2;3;3;2;2;3;3;2;1;2;4;5;5;2;1;0;0;0;0;0;1;0;1;11;38,59;38,15;2;0; ; ; ; ; ; ; ;Complete / Closed;41397,61903;41397,6239;1;1;0;1; ;1;0;0;1; ;1; ; ; ;1;1; ; ; ; ; ; 
4197;3; ;Post-doc;4;2;1981;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41397,77411; ;1; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
100;1; ;Professor;1;1;1954;1;1;2;1;1;5;3;4;3; ;2;3;1;2;4;2;5;4;2;2;4;3;3;3;2;3;2;2;3;4;4;2;1;0;0;0;0;0;0;1;0;20;5,17;6,37;1;0;2;2;4;3;4;3;3;Complete / Closed;41398,52353;41398,53166;1;0;0;1; ;2;0;0;0;1; ; ; ; ;0;0; ; ; ; ; ; 
252;1; ;Associate professor;2;1;1969;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41398,7232;41398,7242;1;1;0;1; ; ;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; 
713;1; ;Assistant professor;3;2;1968;1;1;4;1;2;5;1;2;3; ;3;2;2;3;4;3;5;4;3;3;3;4;3;3;3;2;4;4;4;4;4;3;3;0;0;0;0;0;0;1;0;25;41,289;45,765;1;0; ; ; ; ; ; ; ;Complete / Closed;41398,76143;41398,76489;1;0;0;2; ;1;0;0;1; ; ;1; ; ;1;1; ; ; ; ; ; 
664;1; ;Post-doc;4;2;1975;1;1;3;1;1;5;2;3;1;4;2;3;2;4;4;1;5;4;2;3;3;3;2;4;3;2;5;5;5;5;5;2;2;1;0;0;0;0;0;1;0;3;3,05; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41398,79299;41398,80115;1;0;0;2; ;1;0;0;0; ; ; ;1; ;0;0; ; ; ; ; ; 
123;1; ;Other;6;1;1963;1;1;2;1;2;5;2;4;2;3;3;3;1;2;4;2;5;5;3;1;3;4;3;3;3;2;2;3;3;4;4;2;1;0; ; ; ; ; ; ; ;9;3,98;4,07;1;0; ; ; ; ; ; ; ;Complete / Closed;41399,46696;41399,47641;1;0;0;1; ;2;0;0;0; ; ; ; ; ;0;0; ; ; ; ; ; 
5133;4; ;Other;6;2;1986;0; ; ;1;2; ;3;3; ;4; ; ;1;1;4;1;4;4;3;2;5;4;1;3;3;1;1;5;4;5;5;4;4;0;0;0;0;0;0;1;0; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41399,75223; ;1; ;0; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
341;3; ;Other;6;1;1972;1;1;1;1;1;5;2;3;1;1;3;2;2;4;3;3;3;3;2;2;4;3;1;3;2;2;2;5;5;5;5;3;3;0;0;0;0;0;0;1;0;7;9,7;10,6;1;0;1;2;3;3;3;2;2;Complete / Closed;41399,89869;41399,90453;1;0;0;1; ;1;0;0;1; ; ; ; ; ;1;1; ; ; ; ; ; 
3194;1; ;Other;6;1;1966;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41399,96213; ;1; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
86;1; ;Associate professor;2;1;1973;1;2;1;1;1;4;2;3;3; ;3;3;3;4;4;4;4;4;2;2;4;3;2;4;3;3;3;3;3;3;3;4;2;1;1;0;0;1;1;0;3;10;3,76;3,6;9;0; ; ; ; ; ; ; ;Complete / Closed;41400,36508;41400,37239;1;1;0;1; ;1;0;0;0; ;1; ; ; ;0;0; ; ; ; ; ; 
343;2; ;Other;6;1;1980;1;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;3;4;4;3;2;2;Complete / Closed;41400,38843;41400,38944;1;0;0;2; ; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
463;1; ;Post-doc;4;2;1980;1;1;3;1;1;2;2;4;3; ;3;1;2;2;4;2;5;4;3;3;4;4;3;3;2;2;2;2;2;3;2;3;2;0;0;0;0;0;1;0;1;3;4,75;5,172;1;0;1;2;3;3;2;2;1;Complete / Closed;41400,40855;41400,41406;1;0;0;2; ;2;0;1;0; ; ; ;1; ;0;0; ;1;1; ;1;1
2685;3; ;Other;6;2;1959;0; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41400,41697; ;1; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
291;1; ;Associate professor;2;1;1973;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41400,46509;41429,57228;1;0;0;1; ; ;1;0; ; ;2; ; ; ; ; ; ; ; ; ; ; 
435;1; ;Associate professor;2;1;1959;1;2;4;1;1;3;3;5;1;4;3;2;1;4;5;3;5;4;2;2;3;3;2;4;3;2;3;3;3;3;3;4;2;0;0;0;0;0;0;1;0;28;38,59;38,15;1;0;1;2;2;2;4;2;2;Complete / Closed;41400,49568;41400,5023;1;1;0;2; ;2;0;0;1; ;1; ; ; ;1;1; ; ; ; ; ; 
353;1; ;Assistant professor;3;1; ;1;2;1;1;1;4;1;3;2;4;2;3;2;3;3;2;4;4;2;2;2;3;2;3;3;3;2;3;3;4;4;5;1;0;0;0;0;0;0;1;0;20;12,36;12,9;1;0; ; ; ; ; ; ; ;Complete / Closed;41400,50507;41400,50832;1;1;0;1; ;1;0; ;1; ; ;1; ; ;1;1; ; ; ; ; ; 
1071;1; ;PhD student;5;1;1986;0;3;3;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41400,52531; ;1;1;0;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2644;2; ;Post-doc;4;1;1984;1;1; ;1;1;5;1;4;2;4;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41400,53607; ;1;0;0; ; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
711;1; ;Associate professor;2;1;1972;1;2;3;1;1;3;2;4;1;2;3;3;2;3;5;2;5;4;2;1;2;3;2;5;5;1;3;4;3;5;5;3;2;0; ; ; ; ; ; ; ;11;10,01;10,02;1;0; ; ; ; ; ; ; ;Complete / Closed;41400,54355;41400,54918;1;1;0;2; ;2;0;0;1; ;1; ; ; ;1;1; ; ; ; ; ; 
514;3; ;Professor;1;1;1953;1;1;3;1;1;3;2;4;3; ;3;3;1;2;2;4;4;4;3;3;2;3;3;3;5;2;4;4;4;4;5;4;2;0;0;0;0;0;0;1;0;14;13,73; ;1;0;1;3;3;2;3;2;3;Complete / Closed;41400,55489;41400,55926;1;0;0;2; ;2;0;0;1;1; ; ; ; ;1;1; ; ; ; ; ; 
725;3; ;Associate professor;2;1;1956;1;2;1;1;1;4;2;4;1;3;2;3;2;2;4;2;5;4;2;2;2;3;3;3;3;3;3;4;4;5;5;3;1;1;0;0;0;0;1;0;1;12;31,03;33,587;1;0; ; ; ; ; ; ; ;Complete / Closed;41400,57349;41400,58132;1;1;0;1; ;2;0;0;1; ;1; ; ; ;1;1; ; ; ; ; ; 
90;1; ;Post-doc;4;1;1974;1;1;4;1;1;5;2;5;1;4;3;5;2;4;4;2;5;5;2;2;2;2;3;3;4;3;4;3;4;5;3;2;2;0;0;0;0;0;0;1;0;17;13,73; ;2;0; ; ; ; ; ; ; ;Complete / Closed;41400,62564;41400,63442;1;0;0;2; ;2;0;0;1; ; ; ;1; ;1;1; ; ; ; ; ; 
229;1; ;Other;6;1;1956;1;3;4;1;1;3;2;5;1;2;2;5;2;2;3;2;3;2;2;1;3;3; ;2;2;3;1;1;2;2;2;3;2;0;0;0;0;0;1;0;1;12;7,94;7,43;5;0;1;2;2;2;2;2;1;Complete / Closed;41400,65987;41400,66471;1;1;0;2; ;2;0;0;1; ; ; ; ; ;0;0; ; ; ; ; ; 
739;3; ;PhD student;5;2;1980;0;2;4; ;1;3;2;2;1;2;3;2;2;2;2;2;4;4;2;2;4;3;2;2;2;1;2;3;1;5;2;1;1;0;0;0;0;0;0;1;0;5;3,73;4,24;1;0; ; ; ; ; ; ; ;Complete / Closed;41400,88441;41400,88975;1;1;0;2; ;1;0;1;0; ; ; ; ;1;0;0; ;1;1; ;1;1
